Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover 
10/10/2017,1799,1814.95,1792.65,1800,1802.7,949545,17150.46
10/9/2017,1798.8,1803,1790.5,1795.15,1795.5,765623,13760.95
10/6/2017,1798,1804.45,1794,1799.95,1800.1,757665,13634.4
10/5/2017,1795,1805,1793.1,1798.8,1798.6,834049,15016.23
10/4/2017,1807.9,1811.9,1793.35,1794,1797,1656276,29882.18
10/3/2017,1808,1821,1797.1,1810.2,1808.85,1098606,19898.77
9/29/2017,1800.1,1822,1796.25,1800.05,1805.7,1553408,28154.71
9/28/2017,1774,1799,1763.3,1795,1795.3,6911616,123650.24
9/27/2017,1796,1805.6,1770,1780.55,1776.5,1834305,32638.7
9/26/2017,1789.05,1796.6,1785,1791,1792.3,2859683,51190.25
9/25/2017,1822.45,1822.45,1792.6,1798.8,1799.75,2537307,45731.49
9/22/2017,1834.8,1838.95,1820,1823,1824.1,2060881,37647.47
9/21/2017,1848,1848.5,1830.7,1843,1839.1,1928124,35463.74
9/20/2017,1848,1861.45,1845.25,1850,1848.85,861532,15939.68
9/19/2017,1864.9,1868,1847.55,1847.55,1849.7,1060367,19707.81
9/18/2017,1853.55,1864.45,1852.5,1860,1860.45,1021232,19011.09
9/15/2017,1836,1851.8,1833.45,1850,1848.95,941833,17386.07
9/14/2017,1840.15,1852.5,1831.5,1840,1839.4,2038504,37507.01
9/13/2017,1835,1849,1824,1843.25,1841.85,1248844,22998.47
9/12/2017,1827.7,1839.9,1818.3,1837.1,1835.2,1671920,30648.26
9/11/2017,1793,1829,1790.2,1822,1823.35,2869419,52129.4
9/8/2017,1773.4,1790,1771,1785,1787.65,2077916,37026.23
9/7/2017,1760.1,1776.75,1760.1,1765.25,1766.55,1736605,30679.36
9/6/2017,1743.75,1762.8,1738,1761.55,1759.9,1437908,25215.03
9/5/2017,1757,1764.9,1751,1755,1755.35,920609,16182.15
9/4/2017,1765,1765,1746.1,1750,1750.9,910631,15957.65
9/1/2017,1781,1781.45,1761.1,1765,1767.6,573793,10165.7
8/31/2017,1772,1779.85,1756.4,1769,1776.45,1825859,32358
8/30/2017,1751.95,1770,1750.05,1769.65,1768.55,673580,11881.04
8/29/2017,1759,1759,1738,1748.95,1746.15,1229649,21446.3
8/28/2017,1762.4,1771.15,1758.35,1759.75,1762.25,376946,6649.41
8/24/2017,1774.9,1774.95,1759.15,1767.5,1762.5,1969569,34746.59
8/23/2017,1750,1777.95,1750,1769.1,1772.45,840131,14852.74
8/22/2017,1751.3,1754,1736.8,1748.55,1747,1652389,28834.02
8/21/2017,1754,1759,1738.2,1742.15,1743.2,1002431,17518.11
8/18/2017,1760,1761,1743,1754.25,1752.15,926866,16227.5
8/17/2017,1776.25,1780.95,1753.75,1768,1765.4,1363717,24140.92
8/16/2017,1762.35,1789.8,1748.55,1780,1781.25,1106708,19603.51
8/14/2017,1753,1774.95,1748,1756,1757.2,894271,15768.61
8/11/2017,1745,1758,1731.15,1751.55,1749.05,1589959,27750.05
8/10/2017,1760,1766,1752.85,1759.9,1760.45,1947111,34266.89
8/9/2017,1771,1777.05,1758.35,1764.85,1764.45,817514,14435.09
8/8/2017,1792.1,1797.25,1766.1,1776.2,1777.9,1008843,17933.82
8/7/2017,1786,1796.45,1785,1788.95,1788.55,479665,8580.71
8/4/2017,1777,1796.75,1766.15,1788,1790.25,886267,15804.15
8/3/2017,1788,1792,1774.4,1777,1779.95,1064196,18986.92
8/2/2017,1807,1807,1782.05,1789.4,1791.65,1849479,33167.11
8/1/2017,1781.85,1809.15,1772.2,1806,1797.2,2129215,38055.26
7/31/2017,1777.55,1791,1766.55,1782,1784.4,1842285,32763.2
7/28/2017,1772,1786.5,1761.1,1774.4,1778.5,2313849,41034.25
7/27/2017,1756,1798.8,1751.55,1785.1,1789.65,4490428,80078.3
7/26/2017,1742,1755,1732.5,1751.25,1747.55,973836,16979.05
7/25/2017,1759,1759,1733.05,1735.85,1739.65,2790117,48725.11
7/24/2017,1710,1740,1695,1736.2,1735.1,4919544,84720.24
7/21/2017,1714.1,1715.25,1700,1703.25,1703.05,968377,16543.93
7/20/2017,1693.9,1715,1688.15,1712,1710.9,924619,15732.46
7/19/2017,1685,1696.2,1681.85,1691.4,1692.3,996811,16863.92
7/18/2017,1679.7,1687.85,1677.35,1685,1683.55,580547,9772.1
7/17/2017,1682.55,1687.65,1677,1685,1682.35,599835,10089
7/14/2017,1683.9,1686.05,1672,1682,1679.95,610813,10247.3
7/13/2017,1688,1693.3,1679.65,1681.05,1683.55,1120251,18903.9
7/12/2017,1680,1685,1658.55,1680.55,1681.25,1434723,24038
7/11/2017,1677.55,1690.8,1667.1,1676.15,1680.4,1102570,18540.82
7/10/2017,1670.7,1748,1661.05,1674,1676.35,334769,5605.35
7/7/2017,1660.85,1669.6,1658,1665,1667.2,1379349,22943.76
7/6/2017,1652.55,1663,1651.35,1658.95,1658.15,1142919,18958.08
7/5/2017,1653.1,1659.5,1645,1647.15,1648.75,1003550,16568.78
7/4/2017,1660.25,1666.7,1652,1653,1653.35,941520,15595.79
7/3/2017,1652.6,1667.5,1647.25,1660,1658.6,876083,14526.03
6/30/2017,1653.8,1660,1643,1654.85,1652.05,1082608,17909.9
6/29/2017,1667,1681.9,1651.1,1655,1663.05,2296927,38271.59
6/28/2017,1665,1675,1657.8,1666.5,1666.45,1112259,18531.15
6/27/2017,1689,1695,1656.25,1667.55,1667.65,1500108,25102.9
6/23/2017,1702,1702.75,1675.2,1681.1,1678.65,1304367,21970.62
6/22/2017,1694.95,1716,1691.2,1699,1698,1668865,28460.17
6/21/2017,1682.6,1701.25,1679.6,1696.9,1698.7,852733,14432.98
6/20/2017,1690,1694,1679.85,1681.55,1686.55,915066,15430.85
6/19/2017,1671,1696,1668.4,1690.7,1692.9,956383,16099.58
6/16/2017,1665,1674.7,1658.1,1667,1669.25,938776,15638.72
6/15/2017,1668,1675.6,1653.6,1665,1664.35,881673,14654.14
6/14/2017,1675,1679.95,1667,1672.85,1671.2,964590,16128.24
6/13/2017,1661.75,1691.9,1661,1674,1676.7,1262905,21218.6
6/12/2017,1664,1676,1660,1666,1668.75,992853,16546.29
6/9/2017,1640.1,1670,1640.1,1669.9,1666.8,1326318,22022.1
6/8/2017,1643.9,1659.4,1641.65,1643.6,1644.75,1062192,17508.08
6/7/2017,1640.4,1644.9,1630.35,1641.3,1640.8,638569,10461.39
6/6/2017,1635,1643.8,1630,1639,1638.95,1250658,20492.01
6/5/2017,1633.7,1638.95,1625,1638.5,1635.55,724975,11840.84
6/2/2017,1634,1646.1,1626.2,1631.85,1634.25,803386,13143.7
6/1/2017,1639,1639.85,1620.55,1627,1628.6,839885,13697.8
5/31/2017,1625,1643,1623.15,1640,1636.2,1329728,21694.3
5/30/2017,1630,1633.5,1616.15,1631.4,1629.05,1108546,17988.9
5/29/2017,1619.8,1648,1617.65,1626.65,1631.9,1479085,24182.1
5/26/2017,1606.65,1632,1601.1,1623,1626,1360789,22011.59
5/25/2017,1567.1,1629.4,1567.1,1613.25,1617.15,5022701,80627.57
5/24/2017,1569.05,1575.45,1562,1567,1566.75,866847,13581.44
5/23/2017,1580,1583.55,1565,1569,1569.1,770043,12128.9
5/22/2017,1565.1,1580,1563.1,1579,1576,715013,11243.32
5/19/2017,1559.5,1569.9,1545.25,1568.05,1561.25,713534,11109.26
5/18/2017,1549,1561.5,1548.1,1557.5,1557.1,776820,12095
5/17/2017,1558.8,1565.4,1551.5,1557.5,1557.15,868118,13521.03
5/16/2017,1555,1562,1548.25,1561.85,1559.65,897594,13958.57
5/15/2017,1550,1557.2,1542.25,1553,1553.4,701195,10873.68
5/12/2017,1545.9,1556.9,1536.2,1554,1551.65,1536901,23703.9
5/11/2017,1551,1560,1541,1543,1546.4,968936,15032.28
5/10/2017,1540,1555,1537.05,1554,1551.8,585561,9065.4
5/9/2017,1534.8,1545.6,1532.65,1533.9,1535.75,836459,12863.68
5/8/2017,1538,1540,1528.55,1532.6,1534.8,936813,14366.57
5/5/2017,1542.1,1542.9,1526.3,1531,1532.2,689474,10561.77
5/4/2017,1539.25,1542.9,1522.6,1533.5,1534.8,1282757,19617.83
5/3/2017,1554.25,1554.25,1539.35,1541.05,1544.3,626991,9680.31
5/2/2017,1547,1550.9,1530.35,1542.85,1540.6,1001760,15435.18
4/28/2017,1559.9,1559.9,1537.1,1545,1546.5,1359432,21000.77
4/27/2017,1546.1,1573.95,1546.1,1554,1568.6,4045105,63311.91
4/26/2017,1542.95,1553,1468.45,1552.95,1550.65,1948963,30133.53
4/25/2017,1535.05,1545.5,1529.6,1539.25,1537.05,2264445,34820
4/24/2017,1498.1,1539,1497,1532,1533.05,5051738,77152.54
4/21/2017,1466,1499,1453.3,1498.7,1496.6,4314508,63943.53
4/20/2017,1453,1466.05,1452.95,1462.3,1462.15,1445343,21126.89
4/19/2017,1447,1456.75,1438,1453,1449,1084536,15688.71
4/18/2017,1440,1455,1438,1443.2,1447.3,909715,13179.41
4/17/2017,1440.3,1443.8,1428.25,1439.55,1436.8,1784264,25575.91
4/13/2017,1443,1448.9,1437.05,1440,1440.3,1201059,17316.05
4/12/2017,1439,1449.95,1435.5,1441.25,1443.7,891273,12866.46
4/11/2017,1434,1441.2,1431.5,1436,1439.5,1089065,15639.53
4/10/2017,1443,1443,1432.65,1435,1434.15,848469,12189.81
4/7/2017,1431.05,1445,1428.6,1440,1438.85,1162090,16725.17
4/6/2017,1431.5,1443,1425.05,1435.35,1438.5,1531104,21967.59
4/5/2017,1435.25,1446.5,1427.55,1427.55,1432.35,1436020,20642.95
4/3/2017,1446,1450.1,1426,1430.9,1433.2,1037263,14867.6
3/31/2017,1453.8,1454,1436.55,1440,1442.55,2412848,34793.61
3/30/2017,1428,1479.95,1425.05,1460,1466.2,8580273,125450.28
3/29/2017,1420.8,1434.8,1420,1429.55,1428.6,2143943,30628.98
3/28/2017,1418.3,1424.7,1413.1,1421.1,1420.2,2015350,28652.04
3/27/2017,1424,1424,1404.05,1411.95,1409.85,1466021,20704.26
3/24/2017,1433,1434.45,1422,1424,1424.35,952591,13598.61
3/23/2017,1434.4,1435,1422.9,1430,1430.9,1230618,17582.22
3/22/2017,1427.7,1437,1425.8,1429,1430.9,1409136,20160.93
3/21/2017,1434,1445,1434,1442.8,1440.95,1389320,20025.08
3/20/2017,1426.65,1439.85,1425.95,1436,1436.1,2035586,29238.48
3/17/2017,1418.55,1427.5,1412.85,1426.5,1425.85,847616,12061.54
3/16/2017,1418.1,1422.85,1413.65,1421,1417.35,1245027,17651.72
3/15/2017,1410.95,1420,1410.55,1418.95,1416.6,1067965,15116.21
3/14/2017,1422.1,1424.15,1406.65,1406.65,1410.7,1788755,25257.04
3/10/2017,1395,1408,1393.15,1407.45,1400.1,1465176,20493.87
3/9/2017,1381.65,1398.7,1381.65,1396,1394.2,877329,12205.44
3/8/2017,1387.9,1399.2,1381.05,1392.8,1392.2,945536,13155.14
3/7/2017,1382.25,1387.5,1376.2,1387,1386.2,778219,10768.92
3/6/2017,1376.8,1389.9,1373.1,1381.85,1380.75,919781,12720.18
3/3/2017,1384.5,1384.5,1369,1376.95,1377,623206,8558.24
3/2/2017,1394.55,1396,1376.25,1377.15,1380.1,1150497,15973.34
3/1/2017,1396.45,1396.5,1386.4,1393.05,1391.65,870434,12103.1
2/28/2017,1392.9,1396.25,1384.5,1390.1,1390.1,732002,10177.17
2/27/2017,1390.9,1398.35,1378.6,1390,1393.6,1170344,16286.52
2/23/2017,1403.8,1421.35,1387.05,1391,1394.3,8623745,121160.54
2/22/2017,1415,1418.8,1394.85,1403.8,1399.15,1324194,18620.53
2/21/2017,1406.05,1421.8,1397.4,1412,1415.55,1565007,22031.47
2/20/2017,1361.2,1415.45,1359.15,1411.35,1409.1,2641679,36759.66
2/17/2017,1445,1454,1360.45,1375,1377.05,100564990,1426399.96
2/16/2017,1323,1333,1320.25,1328.25,1327.9,1260925,16741.16
2/15/2017,1312,1324,1307.45,1320.1,1322.2,1531735,20206.29
2/14/2017,1314,1314,1304,1312.25,1311.1,611515,8014.07
2/13/2017,1307.55,1315,1299.2,1311.25,1310.2,698948,9143.64
2/10/2017,1298.35,1308.75,1298,1306.95,1303.6,824184,10740.61
2/9/2017,1309.4,1319.9,1292.55,1299.7,1297.65,1116344,14517.24
2/8/2017,1307.55,1318.7,1298.15,1313.4,1305.65,1235240,16163.64
2/7/2017,1316,1318,1302.95,1307,1307.15,852980,11160.01
2/6/2017,1312.3,1320,1311.45,1313.75,1314.1,1077555,14175.69
2/3/2017,1299,1316,1296.5,1308.25,1311.05,2001276,26175.3
2/2/2017,1305.7,1305.7,1292.6,1299.9,1298.7,1492909,19370.97
2/1/2017,1286.2,1310,1280.5,1307.05,1305.7,2727666,35356.48
1/31/2017,1282.4,1292.7,1277,1284,1286.65,1525260,19621.19
1/30/2017,1292.95,1292.95,1280.55,1283,1284.95,1329907,17078.33
1/27/2017,1299,1300,1288,1292.25,1291.9,1713059,22168.96
1/25/2017,1272.6,1295.6,1270.1,1285,1290.6,3909246,50168.54
1/24/2017,1250,1271.5,1249.25,1269.8,1267.55,2565466,32315.23
1/23/2017,1236,1250,1235.8,1247.9,1244.65,1198462,14900.25
1/20/2017,1236,1245,1230,1236,1236.35,3485517,43102.95
1/19/2017,1244.9,1244.9,1235,1236,1236.3,878103,10872.54
1/18/2017,1240.9,1256,1240.85,1245,1242.6,1153222,14368.9
1/17/2017,1247,1252.4,1236.25,1238,1238.5,889903,11035.76
1/16/2017,1233.5,1249.45,1232.8,1249.4,1247.65,941466,11703.99
1/13/2017,1239,1239.7,1228.6,1234.85,1232.5,962603,11849.38
1/12/2017,1235,1243.7,1225.5,1235,1235,729079,8987.54
1/11/2017,1217.5,1238.1,1215.5,1230.6,1234,2335851,28714.48
1/10/2017,1196.2,1216.8,1195.3,1215.8,1214.35,1386529,16755.3
1/9/2017,1198.85,1204.15,1192.15,1194.6,1195.2,1143449,13692.44
1/6/2017,1190.1,1198.4,1188.2,1194.5,1193.65,1381315,16478.97
1/5/2017,1189,1194.5,1183.1,1185,1186.2,1694096,20107.74
1/4/2017,1189.85,1192,1183.8,1188.8,1185.5,1741780,20689.9
1/3/2017,1200.8,1201.95,1185.75,1190,1189.9,961875,11470.35
1/2/2017,1209.45,1210.1,1192.05,1198.05,1197.1,927164,11108.16
12/30/2016,1200,1212,1199.95,1202.9,1206.2,1016635,12261.15
12/29/2016,1185,1207.95,1181.45,1203,1205.2,2025204,24265.42
12/28/2016,1189.9,1194.95,1181,1185.75,1186.75,1626960,19348.32
12/27/2016,1179.3,1186.9,1173.9,1186,1185.2,1224824,14449.97
12/26/2016,1178.55,1186.1,1170.1,1177.3,1175,1045966,12302.03
12/23/2016,1171,1189.25,1169.3,1186.1,1186.25,1188129,14046.38
12/22/2016,1176.4,1179.5,1168.4,1171,1173.1,701429,8225.5
12/21/2016,1184,1185,1175,1177.1,1180,664719,7843.83
12/20/2016,1176,1185,1171.7,1183,1181.9,1047498,12348.47
12/19/2016,1176.8,1179.5,1170.5,1175.15,1176.75,790109,9294.41
12/16/2016,1176.6,1185,1171.55,1185,1182.3,813957,9591.85
12/15/2016,1164.2,1194.5,1163.6,1177.35,1176.6,1235372,14576.66
12/14/2016,1187,1188,1173.4,1177.4,1175.7,1078536,12712.93
12/13/2016,1180.25,1190.35,1178.55,1185.1,1186.25,631717,7489.7
12/12/2016,1192,1192.15,1181.1,1186,1184.45,856318,10150.05
12/9/2016,1199.1,1202.3,1188,1199,1198.3,1096988,13132.37
12/8/2016,1187,1205.55,1187,1196,1199.5,1077424,12893.82
12/7/2016,1201.85,1205.9,1167,1181.4,1181.6,1407048,16753.67
12/6/2016,1195,1202.85,1190.2,1196.95,1194.45,675741,8082.36
12/5/2016,1187.6,1198.95,1176.5,1195,1196.35,1137984,13524.53
12/2/2016,1189,1201.95,1176.7,1190.85,1189.1,1015668,12049.29
12/1/2016,1202.3,1207.9,1193,1195,1197.25,1119246,13448.26
11/30/2016,1185,1202,1181.1,1198.5,1199.6,1610710,19212.72
11/29/2016,1184.7,1192.95,1176.5,1179.4,1178.75,983161,11651.32
11/28/2016,1180.25,1198.9,1178.1,1183.5,1184.45,1032545,12284.82
11/25/2016,1169,1193.2,1158,1186.1,1189.3,1492490,17563.81
11/24/2016,1184,1186.3,1160.9,1165.35,1165.5,3821499,44661.92
11/23/2016,1203,1203,1181.1,1181.6,1184.75,883173,10508.39
11/22/2016,1206.8,1206.8,1189.35,1199,1198.05,2504446,29942.93
11/21/2016,1219.5,1219.5,1188.35,1199.95,1198.7,1388130,16627.76
11/18/2016,1236,1236,1209.2,1212,1211.4,1719975,20979.28
11/17/2016,1238.3,1248.9,1225.15,1234,1230.2,1203906,14846.24
11/16/2016,1268,1268,1240.05,1242,1244.35,2161936,26958.17
11/15/2016,1277.5,1289,1250.65,1253.3,1254.75,3128131,39607.58
11/11/2016,1274,1282,1265.6,1278,1275.8,1784830,22757.77
11/10/2016,1263.75,1283,1254.1,1277.5,1278.55,2675184,34020.04
11/9/2016,1200,1257.4,1195.35,1255.1,1251.25,3411367,42301.83
11/8/2016,1251.1,1258,1240.1,1255.05,1254.3,1337041,16692.6
11/7/2016,1252,1254.85,1240,1250.3,1249.45,1417848,17667.56
11/4/2016,1252.8,1252.8,1241.75,1242.9,1243.7,1433730,17881.23
11/3/2016,1245,1260,1231.75,1253,1254.95,1578953,19779.83
11/2/2016,1251.1,1255.7,1241.5,1246.9,1246.15,1618608,20248.57
11/1/2016,1256,1263.85,1247.05,1260,1259.8,850604,10706.08
10/30/2016,1263.3,1263.3,1250,1251.85,1253.3,191554,2405.55
10/28/2016,1254.5,1261.9,1240.1,1259,1259.05,1330134,16695.76
10/27/2016,1239,1257,1224.15,1249,1252.1,2905965,36015.88
10/26/2016,1243.35,1265,1235.05,1244.95,1239.3,1341635,16681.5
10/25/2016,1268,1268,1244.05,1247.55,1250.3,1375449,17237.34
10/24/2016,1271.75,1276.85,1261.05,1265,1263.55,813916,10323.37
10/21/2016,1256,1272.95,1250,1269,1270.7,989102,12487.36
10/20/2016,1260.25,1267.45,1251,1258.75,1255.5,800089,10055.71
10/19/2016,1261.1,1263,1248,1257.65,1258.35,761226,9561.89
10/18/2016,1243.2,1260,1239,1255.3,1257.85,652742,8156.16
10/17/2016,1265.5,1266.4,1232.75,1239.05,1237.7,1283840,15925.17
10/14/2016,1265.75,1268,1254,1263.45,1261.8,1016779,12836.99
10/13/2016,1279,1279,1256.45,1264.6,1262.75,1129839,14287.79
10/10/2016,1285,1287.9,1278.75,1284.6,1284.35,1179828,15138.7
10/7/2016,1284,1287.75,1276.25,1281.7,1280.6,834366,10684.66
10/6/2016,1287.1,1295.6,1279.05,1282.85,1281.95,723928,9330.55
10/5/2016,1298,1300.05,1276.4,1285.85,1286.1,911755,11697.47
10/4/2016,1288.6,1295,1282.3,1291,1289.55,693878,8935.28
10/3/2016,1281,1289.9,1276.4,1288.25,1287.2,975137,12533.37
9/30/2016,1277.1,1281,1267.4,1275,1272.85,1034607,13181.34
9/29/2016,1297.95,1306,1267.95,1274.65,1277.5,4112503,52896.33
9/28/2016,1299.9,1300,1289,1295.9,1295.25,1247413,16140.24
9/27/2016,1299,1306.15,1294.85,1300,1298.05,1014203,13185.98
9/26/2016,1306.1,1308.9,1293.7,1299,1296.15,1394193,18115.53
9/23/2016,1306.05,1318.45,1301.5,1312,1312.7,1219202,16017.68
9/22/2016,1305,1316.95,1300.55,1305.05,1306.9,1638950,21422.52
9/21/2016,1292,1298,1287.9,1292.2,1293,1064100,13757.73
9/20/2016,1292.65,1295,1284.05,1290.35,1288.45,944562,12163.38
9/19/2016,1297,1302.5,1288,1289.65,1290.15,1473708,19052.7
9/16/2016,1283.8,1304.5,1283.8,1297.5,1297.85,1631454,21192.66
9/15/2016,1272,1283.9,1269.85,1282.9,1279.6,875453,11184.35
9/14/2016,1275,1277,1265.4,1272,1269.45,962377,12228.91
9/12/2016,1274.7,1284.4,1271.5,1279.6,1279.9,996432,12741.4
9/9/2016,1290,1294.5,1278.3,1290,1290.4,1003442,12909.3
9/8/2016,1290,1295.25,1283.6,1290.8,1289.4,726345,9357.17
9/7/2016,1301,1305,1283.1,1291.35,1286.75,1004111,12961.25
9/6/2016,1290.05,1303.9,1290.05,1300.65,1300.4,1377221,17876.87
9/2/2016,1285.5,1289,1281.15,1286.1,1285.1,988797,12708.97
9/1/2016,1288,1290,1275.4,1285.55,1283.7,1306169,16762.6
8/31/2016,1269,1295,1265.5,1291,1291.2,2790341,35742.62
8/30/2016,1245.1,1270.5,1243.95,1270.5,1268.65,2466902,31084.74
8/29/2016,1255.5,1255.5,1236.2,1238.55,1238.1,736046,9137.14
8/26/2016,1260,1261.9,1253.9,1254.15,1257.1,630284,7924.84
8/25/2016,1264,1266.8,1254.3,1259,1258.55,2182472,27488.18
8/24/2016,1252.05,1264.2,1247.05,1262.25,1261.8,1392734,17455.64
8/23/2016,1251,1254,1246.05,1254,1251.45,1328631,16602.31
8/22/2016,1245.05,1254.45,1241,1251.95,1250.3,1375323,17162.23
8/19/2016,1250,1250,1241.45,1249,1247.1,1027659,12812.17
8/18/2016,1238,1254.9,1234.55,1250,1252.5,1527914,19065.38
8/17/2016,1233.4,1237.5,1226,1236.25,1234.9,1377759,16973.78
8/16/2016,1233,1238.45,1213.8,1226.5,1227.3,867142,10627.98
8/12/2016,1231.05,1235,1219.4,1227.8,1228.7,1160374,14247.11
8/11/2016,1226.8,1235,1222,1229,1228.25,714018,8781.92
8/10/2016,1245,1250.95,1219.75,1224,1226.9,904930,11146.04
8/9/2016,1252.9,1252.9,1237.7,1245.5,1247.2,1052714,13116.33
8/8/2016,1252.9,1255,1244.55,1248.2,1249.6,1182194,14776.41
8/5/2016,1247.4,1255.65,1241.75,1250.2,1249.25,1446228,18064.1
8/4/2016,1246.6,1246.7,1233.6,1244.55,1241,1165720,14446.88
8/3/2016,1241.1,1249.95,1231,1239.85,1240.45,1183469,14711.82
8/2/2016,1247,1256.45,1240.4,1245.1,1243.3,1332349,16592.38
8/1/2016,1249,1258.95,1227.65,1244.9,1242.3,1390216,17279.91
7/29/2016,1248,1250,1235,1248.5,1246.2,848919,10543.92
7/28/2016,1238,1251.25,1235.55,1251,1248.45,2661632,33127.27
7/27/2016,1241,1247.55,1230,1234.4,1236.95,2683684,33210.92
7/26/2016,1242.4,1245.65,1235.15,1239.5,1238.8,1416498,17584.98
7/25/2016,1233,1249.45,1227,1245,1246.95,2468221,30600.93
